Engine RPM,MAP kPa,Torque,AFR Target F,AFR Target R,VE F,VE R,AFR Cmd F,AFR Cmd R,AFR Meas F,AFR Meas R,IAT F,Knock,VBatt,TPS
4150,98.21383526820317,81.2204525892805,120,121,24,22,14.7,14.7,13.155964004958753,12.949796980996952,105.27442058399937,0,13.880121287231624,97.12874170768201
4200,97.72377904203562,82.00499777208275,120,121,24,22,14.7,14.7,12.88178578859573,12.878851165114495,105.63613575218665,0,13.917117960057794,96.75489582576701
4250,96.25644020608595,80.1331273951321,120,121,24,22,14.7,14.7,12.933719024128203,12.833903062542555,104.72203612032436,0,13.877102225303725,99.04723101804242
4300,97.72266447434812,78.86709248217377,120,121,24,22,14.7,14.7,12.875025329957127,12.78558525518442,105.16499446727413,0,13.845853536980064,98.45805595944785
4350,97.22939346089117,73.74260470338662,120,121,24,22,14.7,14.7,12.829276229166695,12.847244396928376,105.0353709586832,0,13.851173726863506,97.96109073036268
4400,97.02615459978583,71.49013838617086,120,121,24,22,14.7,14.7,12.942841858315806,12.837409090694953,105.95606705345622,0,13.901442548399842,98.19597803842387
4450,97.9271244593712,72.1116264663958,120,121,24,22,14.7,14.7,13.00795198505199,12.982535946722118,106.56361264699923,0,13.907791675051644,97.21215766689113
4500,98.21750536151893,69.63244649370516,120,121,24,22,14.7,14.7,12.997543454260676,12.997913761614564,107.09030452296608,0,13.872870501246869,99.71202638573178
4550,98.14246439822121,67.435716959509,120,121,24,22,14.7,14.7,12.800520598689351,12.705706115473593,106.73176557174239,0,13.919157773763322,98.09045482738266
4600,96.89579397308184,65.48077963020204,120,121,24,22,14.7,14.7,12.989675232614792,12.988504853849468,107.56633983524979,0,13.85015439813193,98.07657635622343
4650,97.25740104675408,61.882554205675646,120,121,24,22,14.7,14.7,12.897491808724302,12.856877999389004,106.57561899118213,0,13.89801760604058,98.50803663672909
4700,97.69427627025523,61.2438177753332,120,121,24,22,14.7,14.7,13.053319787494612,12.955994076387745,106.65907255617283,0,13.863669514007126,98.3367064622157
4750,98.13177032841925,59.38897309945061,120,121,24,22,14.7,14.7,12.965651685740404,12.899476273545693,107.53097240980304,0,13.880444916765935,98.1567188169954
4800,97.0979372421875,56.001239343246986,120,121,24,22,14.7,14.7,12.573878255612733,12.611780403771707,107.91958362638424,0,13.901421960139492,97.44666788118828
4850,97.28586371179789,58.07136104517714,120,121,24,22,14.7,14.7,12.699049961878563,12.714130732758614,107.96564550501768,0,13.874187599041482,98.33002784999519
4900,96.62187614116209,54.26564095736831,120,121,24,22,14.7,14.7,12.75665745685852,12.708337764189139,107.36451252168618,0,13.888463333673105,99.31741714753252
4950,96.53749874694849,50.136821855824955,120,121,24,22,14.7,14.7,12.681834356555395,12.607013016027919,108.36860730334382,0,13.930188784276433,98.94179403230848
5000,97.92022137752956,51.36737581413547,120,121,24,22,14.7,14.7,12.638899962298613,12.578488517949197,108.09523347639382,0,13.882693243914305,99.11523063864757
5050,98.2755411102565,47.47118636089806,120,121,24,22,14.7,14.7,12.611639515799126,12.609252077834078,109.09765625357457,0,13.925070763361955,97.64214902649817
5100,97.24863102057043,48.75731013467955,120,121,24,22,14.7,14.7,12.501813518011984,12.61920450006682,109.1891924899281,0,13.866108794360272,97.307276625819
5150,97.97255932736685,48.05077206551887,120,121,24,22,14.7,14.7,12.479277914220035,12.332142825197016,108.87936723440522,0,13.91589412533746,97.91194915593024
5200,97.49250337900733,43.9097754468364,120,121,24,22,14.7,14.7,12.738973304820007,12.702306320337042,109.2625383394483,0,13.943247058619738,98.03900743860208
5250,96.75531284142642,45.50370930122136,120,121,24,22,14.7,14.7,12.674894378046258,12.6251620187874,109.25716565507422,0,13.825850664996182,98.76593406292966
5300,97.42572414755793,43.683094028377695,120,121,24,22,14.7,14.7,12.59853038725837,12.426750037539504,109.86854538236733,0,13.876093142335886,96.81527475919962
5350,98.21358318124436,43.38663819497555,120,121,24,22,14.7,14.7,12.609096546983247,12.454923610062279,110.4884399069239,0,13.917312163815417,99.07068522362243
5400,97.07449958036777,44.169142947692784,120,121,24,22,14.7,14.7,12.71701436801013,12.60524977748996,109.924858517636,0,13.893908638418711,97.8893944709947
5450,98.15591073084963,40.203106575075935,120,121,24,22,14.7,14.7,12.500940336384899,12.375229469052659,110.73353349982416,0,13.91113437620114,97.70118325103681
5500,95.18643753379357,38.76041207094514,120,121,24,22,14.7,14.7,12.649551774513075,12.504453810288757,110.53257780371486,0,13.881880444398526,97.29152693731788
5550,97.55376286997983,37.5447293174272,120,121,24,22,14.7,14.7,12.501333552532028,12.42082852945138,110.6402976756057,0,13.902597693624188,96.84160032969396
5600,96.99616765055481,36.706876013878826,120,121,24,22,14.7,14.7,12.629395988533046,12.488840534503357,111.12740062197562,0,13.895329682938238,98.57621940877334
5650,96.68142513303414,36.92554144886902,120,121,24,22,14.7,14.7,12.5434754033258,12.462039398314412,110.9688817944365,0,13.935033461849795,98.05132257703188
5700,96.90921263067028,36.7179653052625,120,121,24,22,14.7,14.7,12.42622987902032,12.213632777070197,111.37428495871218,0,13.907632625299037,97.09702737018127
5750,95.40674987455239,35.83626484860009,120,121,24,22,14.7,14.7,12.513786693449708,12.39671092131276,111.32935948126233,0,13.910128079862256,97.09344485955548
5800,96.59622967851374,35.92257601232343,120,121,24,22,14.7,14.7,12.537308907871761,12.555337405227725,112.80716664891123,0,13.887643691016326,97.7649507104969
5850,96.95088174246781,34.00325582098639,120,121,24,22,14.7,14.7,12.602919154784242,12.490124072387168,112.24814797398018,0,13.885371813277825,99.16831506770258
5900,97.6853514399954,35.50337936521858,120,121,24,22,14.7,14.7,12.497718055051678,12.317515705880654,112.16691830744128,0,13.887023254365412,97.81828605404547
5950,96.23704888368806,32.29900505590178,120,121,24,22,14.7,14.7,12.497778423680913,12.374685732567302,112.7451664323788,0,13.91183356427135,96.94779993281733
6000,95.98206601452436,36.17919208320848,120,121,24,22,14.7,14.7,12.53872622724057,12.372547751756384,112.82740920565558,0,13.887370465575392,97.82797985513984
6050,96.14418866242357,32.46711865392373,120,121,24,22,14.7,14.7,12.562321581708941,12.584940694749148,112.99671854316543,0,13.908693245706893,97.80909350117663
6100,97.0829142440078,30.0,120,121,24,22,14.7,14.7,12.486948782185177,12.419085719953094,113.54353902044289,0,13.962262023959363,96.1121793499409
6150,96.61835434441556,30.0,120,121,24,22,14.7,14.7,12.582817279005333,12.450719641254466,113.81364138189126,0,13.926133741102952,97.96199359343753
6200,95.96294925829754,30.672465445170445,120,121,24,22,14.7,14.7,12.52689109781725,12.427898489879794,113.51120379627494,0,13.890219294034965,97.83834582885393
6250,96.63815461392372,30.0,120,121,24,22,14.7,14.7,12.51172113182586,12.349880349117424,113.70584291650809,0,13.93603641766492,98.4873444553694
6300,96.2915176838079,30.050783666787286,120,121,24,22,14.7,14.7,12.502941220911072,12.44278108421071,114.0389154913521,0,13.887757738809354,99.29426926646174
6350,96.84599820752798,30.0,120,121,24,22,14.7,14.7,12.674137232935404,12.65087889902222,113.44093366176534,0,13.838856263944665,98.78859552068343
6400,95.62065797466549,30.0,120,121,24,22,14.7,14.7,12.758381894901387,12.596994089870343,113.96839166022697,0,13.869757410672479,97.81177791661162
6450,95.82672328879605,30.0,120,121,24,22,14.7,14.7,12.604678476406482,12.51934583686555,115.333983749531,0,13.843876242369225,97.22543186388083
6500,95.72552429280749,30.0,120,121,24,22,14.7,14.7,12.76277635198612,12.598112489157709,115.6579870854005,0,13.88945459547876,99.8013518622749
