Engine RPM,MAP kPa,Torque,AFR Target F,AFR Target R,VE F,VE R,AFR Cmd F,AFR Cmd R,AFR Meas F,AFR Meas R,IAT F,Knock,VBatt,TPS
4267.21,100.0,85.56,120,121,24,22,14.7,14.7,12.67,12.35,111.0,0,13.92,16.5
4278.67,100.0,85.22,120,121,24,22,14.7,14.7,12.45,12.67,111.0,0,13.87,16.7
4294.54,100.0,84.89,120,121,24,22,14.7,14.7,12.58,12.45,111.0,0,13.9,16.9
4303.33,100.0,84.54,120,121,24,22,14.7,14.7,12.52,12.48,111.0,0,13.88,17.1
4309.31,100.0,84.19,120,121,24,22,14.7,14.7,12.37,12.44,111.0,0,13.9,17.3
4316.83,100.0,83.83,120,121,24,22,14.7,14.7,12.33,12.5,111.0,0,13.87,17.5
4326.88,100.0,83.46,120,121,24,22,14.7,14.7,12.64,12.38,111.0,0,13.88,17.7
4337.83,100.0,83.09,120,121,24,22,14.7,14.7,12.49,12.65,111.0,0,13.89,18.0
4352.24,100.0,82.71,120,121,24,22,14.7,14.7,12.39,12.44,111.0,0,13.92,18.2
4360.82,100.0,82.33,120,121,24,22,14.7,14.7,12.56,12.58,111.0,0,13.88,18.5
4373.58,100.0,81.95,120,121,24,22,14.7,14.7,12.68,12.45,111.0,0,13.89,18.7
4383.87,100.0,81.56,120,121,24,22,14.7,14.7,12.43,12.51,111.0,0,13.92,19.0
4392.67,100.0,81.18,120,121,24,22,14.7,14.7,12.52,12.28,111.0,0,13.9,19.2
4400.76,100.0,80.78,120,121,24,22,14.7,14.7,12.22,12.56,111.0,0,13.9,19.5
4405.71,100.0,80.39,120,121,24,22,14.7,14.7,12.51,12.43,111.0,0,13.9,19.7
4410.61,100.0,80.0,120,121,24,22,14.7,14.7,12.45,12.6,111.0,0,13.92,20.0
4420.14,100.0,79.61,120,121,24,22,14.7,14.7,12.39,12.62,111.0,0,13.92,20.3
4429.23,100.0,79.22,120,121,24,22,14.7,14.7,12.42,12.55,111.0,0,13.88,20.5
4436.99,100.0,78.82,120,121,24,22,14.7,14.7,12.82,12.57,111.0,0,13.88,20.8
4444.09,100.0,78.44,120,121,24,22,14.7,14.7,12.37,12.66,110.9,0,13.88,21.0
4457.39,100.0,78.05,120,121,24,22,14.7,14.7,12.34,12.51,110.9,0,13.9,21.3
4459.65,100.0,77.67,120,121,24,22,14.7,14.7,12.38,12.34,110.9,0,13.89,21.5
4468.73,100.0,77.29,120,121,24,22,14.7,14.7,12.4,12.5,110.9,0,13.9,21.8
4480.1,100.0,76.91,120,121,24,22,14.7,14.7,12.63,12.63,110.9,0,13.87,22.0
4492.87,100.0,76.54,120,121,24,22,14.7,14.7,12.42,12.54,110.9,0,13.91,22.3
4500.86,100.0,76.17,120,121,24,22,14.7,14.7,12.56,12.69,110.9,0,13.89,22.5
4513.21,100.0,75.81,120,121,24,22,14.7,14.7,12.3,12.4,110.9,0,13.89,22.7
4523.29,100.0,75.46,120,121,24,22,14.7,14.7,12.5,12.71,110.9,0,13.91,22.9
4537.81,100.0,75.11,120,121,24,22,14.7,14.7,12.47,12.57,110.9,0,13.91,23.1
4546.51,100.0,74.78,120,121,24,22,14.7,14.7,12.77,12.44,110.9,0,13.9,23.3
4558.9,100.0,74.44,120,121,24,22,14.7,14.7,12.48,12.4,110.9,0,13.9,23.5
4562.13,100.0,74.12,120,121,24,22,14.7,14.7,12.39,12.39,110.9,0,13.9,23.7
4576.59,100.0,73.81,120,121,24,22,14.7,14.7,12.52,12.54,110.9,0,13.89,23.9
4586.63,100.0,73.51,120,121,24,22,14.7,14.7,12.2,12.59,110.8,0,13.92,24.0
4594.26,100.0,73.21,120,121,24,22,14.7,14.7,12.75,12.51,110.8,0,13.9,24.2
4600.95,100.0,72.93,120,121,24,22,14.7,14.7,12.53,12.35,110.8,0,13.91,24.3
4609.69,100.0,72.66,120,121,24,22,14.7,14.7,12.49,12.69,110.8,0,13.88,24.5
4625.18,100.0,72.4,120,121,24,22,14.7,14.7,12.79,12.68,110.8,0,13.89,24.6
4643.98,100.0,72.15,120,121,24,22,14.7,14.7,12.41,12.53,110.8,0,13.9,24.7
4655.34,100.0,71.91,120,121,24,22,14.7,14.7,12.53,12.66,110.8,0,13.91,24.8
4661.58,100.0,71.69,120,121,24,22,14.7,14.7,12.3,12.62,110.8,0,13.88,24.8
4675.4,100.0,71.47,120,121,24,22,14.7,14.7,12.48,12.59,110.8,0,13.9,24.9
4687.59,100.0,71.28,120,121,24,22,14.7,14.7,12.53,12.62,110.7,0,13.9,24.9
4697.21,100.0,71.09,120,121,24,22,14.7,14.7,12.43,12.6,110.7,0,13.92,25.0
4704.35,100.0,70.92,120,121,24,22,14.7,14.7,12.48,12.48,110.7,0,13.89,25.0
